city,city_key,latitude,longitude,region_type,state,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,surface_pressure_mean,shortwave_radiation_sum,et0_fao_evapotranspiration
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-03-28,34.1,18.2,26.1,33.7,18.3,25.9,0.0,17.1,35.3,75,25,47,997.1,23.76,6.27
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-03-29,36.1,19.4,27.7,34.7,18.7,27.0,0.0,21.6,42.8,61,22,41,995.5,25.0,7.23
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-03-30,37.5,20.9,28.9,36.1,20.9,28.6,0.0,21.7,41.8,65,20,42,992.5,24.93,7.44
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-03-31,38.0,21.8,29.6,36.9,22.2,29.1,0.0,20.5,45.0,64,20,39,991.4,21.96,7.2
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-01,39.1,21.8,30.3,39.0,21.8,29.8,0.0,24.5,46.1,62,16,37,990.9,24.35,7.79
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-02,38.8,24.8,31.0,36.6,24.2,30.0,0.1,20.8,40.0,46,16,32,992.7,23.23,7.75
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-03,37.1,22.4,29.6,36.3,22.5,29.0,0.2,18.5,40.0,60,18,36,995.2,23.85,7.25
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-04,36.8,21.7,29.1,36.3,20.8,28.2,0.0,17.9,33.8,51,17,34,994.6,24.6,7.41
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-05,35.9,22.0,29.0,35.0,21.6,28.3,0.0,19.5,38.5,57,20,38,994.3,22.64,7.15
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-06,35.7,24.7,29.7,35.7,22.9,29.0,0.9,20.8,41.0,45,26,36,994.4,21.29,7.09
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-07,34.3,22.0,27.8,33.6,21.5,27.5,1.8,17.0,34.9,54,23,41,994.2,23.67,6.8
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-08,34.0,20.0,27.4,36.1,20.2,28.0,0.0,11.9,36.4,68,28,46,992.7,24.34,6.19
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-09,32.4,21.7,25.8,35.1,23.3,27.1,2.2,13.7,33.1,82,37,58,993.7,21.33,5.17
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-10,32.0,19.8,25.5,32.0,21.7,26.4,0.0,15.1,32.0,88,32,58,993.9,20.28,5.12
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-11,34.2,19.8,26.9,34.1,19.2,26.6,0.0,15.2,33.1,62,25,42,993.3,26.02,6.92
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-12,35.1,18.3,27.6,36.2,17.6,27.6,0.0,8.9,19.8,63,19,38,992.9,26.67,6.24
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-13,36.6,21.7,29.8,35.9,20.8,28.4,0.0,21.3,42.5,54,21,33,993.1,24.49,8.32
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-14,35.0,24.9,29.8,37.5,22.7,29.9,0.0,24.1,48.6,58,31,44,993.1,21.69,7.21
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-15,35.6,23.2,29.7,37.6,23.9,30.4,0.0,18.2,39.6,75,25,44,993.3,24.28,6.97
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-16,37.1,21.2,28.7,33.6,18.9,25.6,0.0,27.4,51.8,44,13,25,993.5,27.24,9.57
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-17,34.0,20.8,27.2,30.7,16.8,23.5,0.0,24.3,47.2,36,13,24,994.7,28.15,9.31
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-18,34.3,19.8,26.5,32.9,16.1,23.8,0.0,17.7,34.6,34,16,26,994.2,28.32,8.3
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-19,35.5,18.8,27.2,33.6,15.4,24.6,0.0,16.4,34.2,38,13,25,993.8,28.34,8.28
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-20,37.1,19.8,28.2,35.2,17.4,26.0,0.0,15.9,34.6,41,11,27,992.9,28.18,8.26
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-21,38.9,19.6,29.5,38.3,17.5,27.9,0.0,15.8,33.1,45,15,28,992.1,27.69,8.31
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-22,39.9,21.2,31.1,39.7,19.3,29.9,0.0,13.1,30.2,40,13,27,991.2,26.96,7.97
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-23,37.7,24.2,30.7,38.3,23.3,30.1,0.2,19.2,38.9,46,21,32,992.6,23.68,7.28
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-24,38.1,23.9,30.9,37.0,23.7,29.9,0.0,22.3,44.3,51,17,32,994.0,27.54,8.71
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-25,38.6,22.5,30.5,36.4,20.5,28.8,0.0,21.6,40.7,38,13,27,992.6,27.82,8.88
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-26,39.1,22.0,30.7,38.2,20.7,29.9,0.0,19.5,38.5,46,15,31,991.4,27.64,8.25
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-27,40.4,21.4,31.2,41.6,21.0,31.3,0.0,11.8,27.4,59,17,34,991.0,27.42,7.57
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-28,40.7,23.7,32.1,42.1,22.7,32.2,0.0,15.3,32.8,49,19,32,989.7,27.25,7.85
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-29,38.8,25.0,31.3,42.3,24.2,33.2,0.0,17.9,33.8,76,27,45,989.6,26.67,7.21
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-04-30,40.0,23.4,32.4,38.3,23.8,31.6,0.0,29.5,54.7,56,15,33,985.3,27.76,9.45
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-01,42.0,25.5,33.8,40.5,25.3,33.2,0.0,25.6,48.6,47,17,30,985.3,27.3,9.61
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-02,39.7,26.1,33.3,43.6,26.5,34.3,0.0,12.9,30.6,50,21,34,986.9,26.25,7.43
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-03,41.0,28.1,33.2,42.7,28.8,34.3,0.0,14.0,32.0,47,22,35,989.1,26.22,7.62
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-04,41.6,24.9,33.5,42.9,25.3,34.3,0.0,14.7,25.9,62,16,35,990.4,26.49,7.81
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-05,42.4,26.9,34.6,43.4,27.3,34.4,0.0,18.8,39.2,52,17,30,988.5,27.46,9.36
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-06,41.4,28.6,35.4,40.0,27.0,33.6,0.0,28.5,53.3,35,18,26,987.5,27.63,11.41
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-07,41.3,29.6,35.5,40.0,28.4,34.0,0.0,29.1,51.1,35,19,27,987.7,27.52,11.16
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-08,42.2,28.9,35.2,39.8,28.2,33.9,0.0,28.4,52.2,39,17,28,988.5,25.8,10.71
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-09,42.3,28.1,34.7,41.5,27.7,33.8,0.0,23.5,44.6,47,15,29,987.6,28.29,10.07
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-10,40.9,27.3,33.7,40.2,27.0,33.1,0.0,18.8,39.6,43,16,28,989.4,27.26,9.13
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-11,40.2,26.4,33.3,39.8,26.5,32.8,0.0,17.9,36.0,47,15,29,992.2,28.08,8.72
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-12,39.8,25.4,32.7,38.7,24.5,31.3,0.0,19.9,39.2,41,13,25,993.0,28.38,9.11
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-13,41.7,24.7,33.3,40.2,22.7,31.6,0.0,25.0,46.8,38,13,25,991.1,28.48,10.13
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-14,43.3,28.2,35.3,41.2,26.5,33.9,0.0,25.9,48.6,33,13,24,990.6,28.52,10.62
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-15,42.3,26.3,34.0,44.5,25.8,33.8,0.0,18.0,33.5,41,15,27,990.4,28.23,8.41
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-16,39.8,25.3,32.6,44.4,26.6,34.5,0.0,17.8,38.2,77,25,45,990.8,27.04,7.71
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-17,41.0,26.8,33.3,46.1,29.0,35.6,0.0,17.0,38.2,72,24,46,990.0,25.75,7.62
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-18,41.0,26.1,33.7,44.0,27.9,35.7,0.1,14.0,30.6,63,23,41,987.0,25.96,7.47
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-19,38.8,27.1,32.2,44.4,28.6,35.6,2.8,25.7,50.0,72,33,57,989.3,24.68,7.11
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-20,37.6,25.5,31.9,42.5,27.0,35.4,0.5,24.0,41.0,76,38,57,992.4,24.91,6.78
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-21,41.0,27.6,33.4,44.6,29.5,36.7,1.7,14.8,32.0,73,29,49,991.9,25.01,7.1
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-22,39.8,27.0,33.5,42.4,28.6,35.6,0.0,19.9,37.4,65,25,44,989.6,25.88,7.92
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-23,40.8,27.1,34.1,39.9,27.6,34.1,0.0,22.9,44.6,46,20,32,986.5,27.86,9.27
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-24,43.4,29.6,36.5,42.7,28.9,36.4,0.0,27.6,51.8,39,20,30,984.8,27.91,10.74
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-25,41.7,29.0,35.1,44.8,31.2,38.1,0.0,18.2,32.0,58,27,43,987.2,26.23,7.7
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-26,41.4,28.7,34.9,47.3,32.3,38.9,0.0,16.8,36.4,68,29,48,987.1,26.67,7.5
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-27,40.5,30.2,34.6,47.5,33.9,39.5,4.4,16.2,31.7,69,35,54,986.6,26.37,7.31
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-28,40.4,29.6,34.8,45.9,33.3,38.9,0.0,17.1,32.4,70,29,51,986.0,26.01,7.41
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-29,41.7,28.1,34.8,47.1,30.5,38.0,0.0,19.8,37.8,69,23,46,986.4,26.45,7.73
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-30,38.5,29.6,33.6,45.2,31.8,37.5,2.3,18.5,37.1,67,40,53,987.5,25.0,7.35
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-05-31,38.6,28.0,32.7,44.1,30.4,36.0,0.2,23.6,52.9,71,29,53,987.7,26.28,7.18
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-01,37.6,28.4,32.4,41.0,30.0,34.9,0.4,24.9,46.1,63,38,53,987.6,22.74,7.02
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-02,37.6,28.7,33.5,40.4,29.3,35.3,0.0,20.7,40.3,59,32,44,986.6,24.33,7.59
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-03,38.4,28.4,33.6,41.8,28.9,35.5,0.0,20.8,42.8,58,30,44,986.5,24.2,7.82
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-04,39.4,30.5,34.8,42.9,32.2,37.2,0.0,24.5,46.1,64,32,47,987.8,24.52,8.56
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-05,39.3,29.7,34.6,42.0,31.2,37.1,0.4,28.0,51.5,66,38,50,988.6,23.89,8.6
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-06,39.6,29.1,34.3,42.7,30.7,36.8,0.0,26.8,49.0,70,34,51,987.9,24.54,8.46
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-07,38.8,30.5,33.7,43.1,33.1,36.8,0.6,24.8,40.3,62,38,53,986.3,21.59,7.16
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-08,34.4,26.9,30.7,39.5,30.6,35.3,6.1,18.6,32.8,83,51,69,985.4,17.37,4.81
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-09,34.1,26.1,30.3,40.1,31.1,35.6,15.5,13.5,33.5,92,58,74,983.6,16.96,4.36
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-10,31.6,26.9,29.0,35.6,31.6,33.5,16.9,21.3,40.7,92,65,79,984.3,16.61,4.18
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-11,31.0,26.6,28.1,36.6,30.8,32.9,1.6,17.7,32.8,90,72,82,984.8,15.48,3.67
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-12,32.1,26.0,28.5,38.1,31.3,34.0,5.0,12.8,25.9,95,63,81,984.6,15.47,3.65
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-13,35.6,26.2,30.4,42.4,32.1,36.5,0.3,12.4,25.9,91,56,76,985.1,22.48,5.28
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-14,35.3,27.0,30.8,42.3,32.9,36.7,0.5,15.1,22.0,92,56,75,986.5,21.82,5.37
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-15,37.0,26.8,31.6,45.6,32.0,38.0,3.1,10.2,36.0,91,48,71,986.9,23.21,5.49
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-16,38.3,27.7,32.8,43.3,33.2,38.4,2.3,15.6,33.8,90,40,65,983.5,24.12,6.16
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-17,38.9,29.0,33.4,42.6,34.1,37.9,0.1,21.3,47.2,80,39,57,981.3,24.06,6.76
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-18,36.7,27.7,31.0,42.4,32.7,36.7,5.1,13.2,44.6,82,44,69,981.2,21.74,5.19
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-19,38.2,26.3,31.9,43.3,30.2,36.6,0.7,13.0,22.3,84,37,61,982.0,23.64,6.07
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-20,36.4,28.0,32.1,44.2,32.5,37.5,1.3,15.2,29.9,80,45,65,985.5,24.83,6.16
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-21,38.0,28.0,33.5,45.7,34.4,39.7,0.0,12.5,21.2,86,41,63,988.4,24.2,6.03
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-22,40.3,29.2,34.8,42.8,33.5,37.9,0.0,18.4,37.4,76,30,48,987.2,25.69,7.99
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-23,40.7,28.2,34.6,40.3,29.6,35.2,0.0,26.3,48.6,55,21,37,984.3,27.41,9.53
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-24,41.9,29.9,36.4,42.6,31.4,37.0,0.0,22.4,43.6,48,20,33,981.6,25.3,9.57
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-25,41.8,29.3,36.0,42.7,32.1,37.1,0.0,23.2,45.0,56,23,35,981.9,23.65,8.52
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-26,41.6,29.2,35.6,43.7,32.0,37.8,0.0,17.7,36.0,58,23,38,983.1,24.09,7.62
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-27,40.2,29.4,35.1,46.9,32.3,39.7,0.0,17.0,33.8,80,34,51,984.3,25.44,7.13
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-28,40.1,30.1,34.6,46.5,34.1,39.7,0.9,20.2,37.1,75,41,59,985.5,25.68,7.55
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-29,39.1,30.1,34.3,45.9,34.4,39.3,0.0,21.3,42.8,78,42,59,986.2,21.36,6.37
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-06-30,34.3,29.4,31.3,39.5,33.0,35.2,0.0,22.9,42.5,80,59,67,986.1,17.42,5.38
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-01,35.4,27.9,31.5,40.4,32.4,36.4,0.0,18.4,36.7,86,52,69,986.4,16.94,4.75
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-02,40.2,29.1,34.7,43.3,34.4,39.4,0.0,18.6,39.2,80,36,57,983.6,21.77,6.81
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-03,41.5,30.5,36.1,43.6,35.9,39.4,0.0,23.7,46.8,77,32,48,981.9,22.43,8.05
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-04,40.9,30.5,35.4,43.4,34.4,38.6,0.0,23.2,50.8,69,33,46,982.5,24.21,7.97
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-05,40.9,30.4,35.6,43.0,34.0,38.3,0.0,19.8,43.9,62,29,44,983.2,22.29,7.79
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-06,41.5,30.0,35.3,45.2,34.1,38.6,0.0,17.6,43.2,72,30,48,983.3,21.93,7.34
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-07,40.1,29.0,34.0,45.7,34.1,39.3,0.2,14.2,33.5,82,38,59,983.0,23.9,6.45
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-08,37.7,27.3,33.1,44.8,31.9,38.3,0.3,17.9,32.8,89,44,63,983.8,23.04,6.23
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-09,34.7,29.4,31.7,40.0,34.1,36.5,4.9,20.5,40.0,84,56,70,985.0,15.69,4.94
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-10,35.5,27.7,31.8,41.2,32.3,36.6,2.1,21.3,39.6,85,54,68,985.6,20.11,5.72
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-11,32.2,27.7,29.3,37.0,33.4,34.8,11.3,16.0,33.1,93,65,81,987.0,8.56,2.56
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-12,31.8,26.2,28.0,37.4,31.8,33.7,41.7,15.1,33.5,94,68,86,985.5,8.82,2.31
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-13,34.5,27.7,30.3,40.6,33.4,36.5,9.7,14.5,28.4,89,63,79,984.2,15.66,3.85
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-14,31.4,27.1,29.3,39.0,33.8,36.0,22.3,9.9,19.1,96,69,83,983.6,9.54,2.32
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-15,33.6,26.7,30.2,41.4,32.4,36.6,0.3,12.0,23.4,93,60,78,983.7,19.7,4.54
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-16,36.0,27.7,30.9,43.3,33.5,37.1,3.7,12.9,25.6,90,58,76,985.0,17.62,4.47
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-17,34.4,27.9,31.1,41.2,34.5,37.1,25.5,15.0,36.0,90,61,75,984.7,20.76,5.25
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-18,32.3,28.5,30.5,37.4,33.3,35.7,1.8,19.4,38.2,83,66,75,985.3,16.2,4.37
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-19,34.2,27.3,30.0,42.2,33.1,36.7,8.0,13.8,30.2,92,68,83,985.5,16.86,3.95
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-20,33.3,27.2,29.6,38.4,32.9,35.3,6.6,21.5,43.9,93,65,81,984.1,13.4,3.51
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-21,33.9,27.7,30.6,38.1,32.5,35.6,0.6,21.4,48.2,87,59,74,982.9,21.11,5.23
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-22,34.2,27.4,31.1,42.2,33.3,37.6,1.6,11.9,27.7,91,63,76,983.5,20.87,5.0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-23,34.0,27.7,30.8,42.1,34.5,38.1,7.6,8.9,22.0,89,64,79,984.0,18.51,4.2
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-24,34.1,27.4,30.3,39.6,32.7,35.7,7.5,21.9,43.9,92,63,78,984.4,17.27,4.51
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-25,35.2,28.6,31.5,40.9,33.1,36.8,0.6,23.8,50.0,83,60,73,983.9,22.15,5.7
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-26,34.0,27.7,31.1,40.7,33.5,37.4,0.6,14.0,32.8,90,61,76,983.4,19.16,4.63
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-27,36.0,28.4,32.1,43.8,35.7,39.2,0.7,10.9,22.0,90,56,73,981.9,21.69,5.15
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-28,33.3,27.9,30.4,42.1,33.6,37.4,14.8,9.8,19.8,92,70,81,982.0,18.72,4.3
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-29,35.0,28.6,31.6,40.6,34.5,37.4,1.0,22.7,47.5,92,59,75,983.2,21.91,5.7
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-30,33.1,28.4,30.6,36.1,32.4,33.8,0.8,33.1,61.6,83,61,72,983.0,17.85,5.49
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-07-31,31.7,27.2,29.2,35.3,31.1,33.3,0.1,18.9,34.6,85,65,75,984.0,11.84,3.64
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-01,30.0,27.6,28.6,34.8,31.9,33.5,0.2,13.2,26.6,84,73,78,984.7,5.72,2.08
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-02,30.9,26.7,28.7,38.0,32.2,34.9,0.8,8.7,20.2,92,70,83,984.3,8.86,2.21
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-03,29.3,26.9,27.6,35.1,32.2,33.8,14.1,14.2,29.9,97,83,92,985.6,4.32,1.17
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-04,27.2,25.7,26.3,34.6,31.1,32.5,93.2,9.7,21.6,97,86,94,987.2,5.7,1.27
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-05,29.0,25.0,26.3,34.8,30.0,32.0,27.8,11.2,24.8,100,78,93,985.6,5.13,1.22
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-06,32.5,25.7,28.2,39.0,31.0,34.2,7.1,15.0,29.2,98,72,89,986.4,10.92,2.51
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-07,31.6,25.0,28.9,38.1,30.0,35.2,9.4,11.4,25.9,96,73,86,987.2,13.59,3.07
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-08,32.5,27.3,28.9,38.5,33.9,35.4,11.3,12.6,29.9,93,70,86,986.5,12.15,2.8
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-09,30.6,26.4,28.3,37.6,32.8,35.1,11.4,6.8,19.8,95,78,88,986.1,10.33,2.31
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-10,32.7,26.4,29.2,39.6,33.6,36.2,2.4,7.4,20.9,97,68,85,986.1,15.04,3.35
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-11,33.0,26.8,29.8,39.0,32.3,35.7,2.6,16.2,43.2,96,69,82,985.4,18.23,4.25
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-12,34.7,28.4,31.2,42.2,33.0,37.7,0.3,15.7,34.9,90,64,77,985.0,22.02,5.24
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-13,35.0,28.0,31.1,41.5,34.5,37.7,0.0,9.6,21.6,94,53,76,984.7,18.71,4.44
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-14,33.4,27.9,29.9,40.9,35.2,37.4,3.9,13.0,27.7,93,65,85,985.9,16.82,3.71
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-15,31.1,28.2,29.3,38.0,34.6,36.4,6.7,10.1,22.0,95,76,87,986.3,12.1,2.74
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-16,28.6,26.6,27.8,35.5,32.5,34.2,9.2,11.3,25.6,99,84,92,987.2,6.78,1.56
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-17,29.1,26.2,27.1,34.8,31.6,32.9,13.4,12.0,24.5,97,76,91,987.7,9.98,2.2
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-18,30.2,25.5,26.9,35.8,29.6,32.0,21.2,20.3,38.9,96,79,91,987.3,6.61,1.64
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1991-08-19,31.3,25.5,28.4,37.5,31.0,34.4,9.1,13.4,33.5,96,70,86,986.8,15.61,3.46
