city,city_key,latitude,longitude,region_type,state,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,surface_pressure_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,tmax_normal,tmax_departure,qualifying_day,heatwave,hw_event_id,hw_event_start,hw_event_end,hw_event_length
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-10,33.6,26.4,29.8,38.4,29.0,33.9,0.0,22.4,42.1,80,61,72,984.2,21.31,5.41,32.42434963579605,1.1756503642039533,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-11,34.7,25.8,30.2,40.4,29.2,34.9,0.0,16.4,33.1,81,57,71,986.3,22.27,5.5,32.43257023933403,2.2674297606659763,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-12,35.3,27.4,31.1,41.3,32.6,36.9,0.9,14.3,36.0,84,57,72,986.0,21.19,5.26,32.43860561914672,2.8613943808532767,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-13,35.3,27.8,31.7,41.4,32.8,37.2,0.1,16.4,33.8,83,57,70,986.1,20.94,5.41,32.44547346514047,2.8545265348595237,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-14,36.2,28.8,32.1,43.6,33.5,38.2,0.6,13.9,32.4,90,56,70,986.4,21.36,5.42,32.45411030176899,3.745889698231011,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-15,32.2,27.1,29.1,38.9,33.0,35.7,7.2,12.1,23.4,96,71,85,987.4,11.38,2.66,32.47200832466181,-0.2720083246618046,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-16,33.8,27.2,30.4,40.9,33.8,37.3,10.2,12.3,24.5,95,65,81,987.3,16.08,3.81,32.46795005202914,1.3320499479708587,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-17,32.8,27.2,29.8,41.4,33.1,36.9,2.2,11.9,26.6,93,68,83,988.6,21.64,4.69,32.457440166493235,0.3425598335067619,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-18,33.9,26.7,30.3,43.0,32.9,37.8,5.0,8.7,21.6,96,68,83,988.5,19.89,4.43,32.47086368366285,1.42913631633715,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-19,32.0,27.5,29.6,40.8,33.8,36.8,2.8,9.4,16.9,93,71,84,986.9,19.42,4.22,32.46347554630593,-0.46347554630592924,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-20,32.4,26.7,29.1,40.2,32.8,35.9,6.3,10.9,25.9,97,71,85,986.7,14.34,3.22,32.44921956295526,-0.04921956295525831,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-21,35.6,25.8,30.5,41.5,32.2,37.2,4.1,15.6,38.2,97,59,80,984.5,21.96,5.1,32.43569198751301,3.164308012486991,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-22,35.2,27.6,31.2,40.4,30.8,36.0,2.9,21.2,39.6,88,55,69,984.5,23.62,6.12,32.41467221644121,2.7853277835587917,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-23,34.8,27.1,31.1,39.6,32.0,35.5,0.0,22.3,42.5,90,55,68,986.0,23.28,6.06,32.39167533818939,2.4083246618106102,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-24,35.6,27.0,30.8,40.0,29.3,34.7,0.0,22.0,41.4,75,50,64,986.6,24.35,6.37,32.380645161290325,3.219354838709677,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-25,32.8,27.7,29.8,37.6,30.5,34.1,0.0,15.5,31.0,80,54,67,989.1,21.15,5.26,32.38199791883455,0.41800208116544724,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-26,31.0,25.8,28.4,37.4,31.3,34.6,10.9,10.7,26.3,96,72,83,990.9,13.17,2.96,32.376170655567115,-1.3761706555671154,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-27,34.8,26.4,30.3,42.6,32.8,37.1,1.1,9.8,26.3,95,60,78,990.0,19.32,4.45,32.38522372528616,2.4147762747138373,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-28,32.3,26.8,29.3,39.4,32.9,35.6,1.0,12.0,23.0,97,69,83,989.8,13.45,3.1,32.38428720083247,-0.08428720083247043,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-29,33.6,26.6,29.5,40.5,32.4,36.0,0.7,12.6,28.8,96,65,83,988.5,16.52,3.67,32.39386056191467,1.20613943808533,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-30,31.9,25.7,28.4,38.4,30.7,34.1,3.1,14.3,33.8,99,69,85,989.8,9.91,2.52,32.39823100936525,-0.49823100936524867,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-08-31,29.4,25.2,26.6,34.8,29.8,31.7,27.0,14.8,28.4,98,78,92,991.9,5.64,1.43,32.39084287200833,-2.9908428720083293,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-01,26.8,24.3,25.7,31.4,28.9,30.0,12.7,18.6,32.0,100,87,93,991.3,6.09,1.41,32.38907388137357,-5.589073881373569,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-02,29.5,25.0,26.5,35.0,28.9,31.1,22.2,17.1,32.8,98,80,91,990.4,7.22,1.74,32.39927159209157,-2.899271592091573,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-03,29.6,24.8,26.3,34.7,29.4,31.4,11.0,13.2,26.3,98,77,91,989.4,6.54,1.6,32.4057232049948,-2.8057232049947984,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-04,27.6,24.8,26.0,33.5,29.0,31.1,31.6,17.5,30.6,99,88,93,987.9,4.27,1.14,32.449115504682624,-4.849115504682622,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-05,29.2,24.5,25.9,33.6,28.6,30.3,31.8,21.6,38.5,98,79,93,988.5,5.4,1.4,32.47065556711759,-3.27065556711759,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-06,28.8,24.2,25.3,34.1,27.8,29.8,28.3,16.1,35.3,100,83,94,991.4,8.12,1.67,32.474505723205,-3.674505723204998,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-07,29.7,23.6,26.4,36.4,28.4,31.9,15.5,10.7,23.8,98,80,90,991.1,10.28,2.27,32.47086368366285,-2.7708636836628493,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-08,27.9,25.3,26.4,31.8,29.4,30.3,15.6,23.9,48.2,96,81,89,989.6,8.7,2.12,32.458584807492194,-4.5585848074921955,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-09,29.4,25.4,27.2,32.8,28.9,30.9,6.2,25.9,46.8,92,74,85,988.5,12.54,3.05,32.43527575442248,-3.0352757544224787,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-10,30.5,25.3,27.3,33.5,28.0,30.7,5.7,30.2,55.8,94,69,85,988.8,11.67,3.01,32.40187304890739,-1.9018730489073903,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-11,30.0,24.8,26.3,35.2,28.8,30.8,15.5,16.2,30.6,97,76,90,990.1,6.18,1.6,32.39032258064516,-2.3903225806451616,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-12,29.6,24.8,27.3,34.9,29.4,32.2,9.1,13.6,29.2,95,71,84,990.4,7.64,2.1,32.407075962539025,-2.807075962539024,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-13,31.4,24.8,27.2,37.1,29.8,32.6,3.8,15.9,28.4,96,69,86,991.1,11.96,2.68,32.42351716961499,-1.0235171696149905,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-14,32.2,24.9,28.1,39.0,29.9,33.8,1.4,9.6,20.9,96,61,83,991.8,16.48,3.62,32.42622268470343,-0.22622268470342988,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-15,28.6,24.4,26.6,34.1,29.8,31.9,2.1,10.8,19.1,98,76,87,992.2,7.42,1.78,32.421227887617064,-3.821227887617063,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-16,30.0,24.7,27.0,34.0,28.1,30.7,1.5,20.7,44.3,91,76,84,990.4,12.87,3.16,32.431009365244535,-2.4310093652445346,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-17,29.3,24.9,26.3,32.8,27.1,29.8,48.3,27.7,56.9,94,81,90,990.1,6.49,1.8,32.45130072840791,-3.1513007284079073,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-18,31.0,25.1,27.9,36.3,29.3,32.8,9.0,21.3,45.7,94,76,87,990.7,14.24,3.18,32.45411030176899,-1.454110301768992,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-19,32.8,26.3,29.3,38.8,31.5,35.0,0.8,18.3,37.8,93,65,82,991.3,19.96,4.44,32.474921956295525,0.32507804370447246,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-20,33.8,26.5,29.8,40.4,32.2,36.5,0.4,11.5,26.6,91,62,80,991.6,19.32,4.22,32.494588969823106,1.3054110301768915,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-21,31.2,25.8,28.1,36.8,32.0,34.3,2.7,11.7,23.8,95,69,86,992.3,17.33,3.6,32.50364203954214,-1.3036420395421437,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-22,32.4,25.4,28.3,40.1,30.9,34.7,3.2,8.6,24.5,97,71,86,992.5,17.66,3.78,32.5207075962539,-0.12070759625390082,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-23,32.6,25.9,28.8,38.3,31.4,34.5,4.6,16.6,28.8,95,66,84,992.9,16.04,3.65,32.55140478668054,0.04859521331945871,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-24,28.4,25.4,26.6,32.0,29.0,30.7,1.5,18.8,33.5,93,75,87,992.9,8.65,2.16,32.57450572320499,-4.1745057232049945,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-25,27.9,24.5,25.8,32.2,28.5,29.8,17.6,19.6,36.4,96,77,89,992.3,10.11,2.27,32.60468262226847,-4.7046826222684714,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-26,27.9,24.0,25.8,33.2,28.1,30.5,9.6,13.7,27.4,99,83,92,991.4,6.12,1.47,32.62965660770031,-4.7296566077003135,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-27,30.3,24.9,27.0,35.9,28.6,32.0,2.1,16.1,28.8,95,68,85,990.6,11.44,2.58,32.65327783558793,-2.353277835587928,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-28,31.3,24.3,27.5,38.5,28.7,32.9,0.6,10.3,19.1,94,68,82,991.4,16.05,3.42,32.65619146722164,-1.3561914672216382,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-29,32.6,24.8,28.5,39.4,30.3,34.8,0.8,6.5,18.0,96,62,83,992.7,17.49,3.75,32.65036420395422,-0.050364203954217146,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-09-30,33.6,25.5,28.9,39.1,30.9,34.6,0.5,7.9,20.9,95,54,79,994.0,17.91,4.01,32.6525494276795,0.9474505723204985,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-01,33.5,23.9,28.6,38.5,28.1,33.5,0.0,13.0,25.9,94,54,76,992.7,21.01,4.79,32.67887617065556,0.8211238293444367,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-02,34.6,23.3,28.9,39.2,27.3,34.2,0.0,10.0,20.2,94,48,75,991.5,21.08,4.7,32.68782518210198,1.9121748178980198,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-03,34.5,23.8,28.8,40.5,28.2,34.3,0.0,12.0,24.5,95,51,76,991.8,20.52,4.64,32.67762747138398,1.8223725286160217,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-04,32.9,24.9,28.8,38.2,30.5,34.3,0.1,6.6,23.4,93,55,75,994.5,18.58,4.03,32.663267429760666,0.23673257023933303,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-05,33.0,24.4,28.5,38.6,29.4,34.0,0.2,6.2,15.5,95,56,77,995.2,18.58,4.0,32.62851196670135,0.37148803329864677,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-06,33.2,24.4,28.3,39.1,29.1,33.7,0.0,11.0,22.0,96,60,78,994.9,18.79,4.15,32.59510926118626,0.6048907388137437,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-07,33.6,23.2,28.1,38.2,27.7,32.7,0.0,10.3,25.6,97,48,75,995.1,19.24,4.37,32.56722164412071,1.0327783558792945,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-08,34.4,23.1,28.3,38.7,26.3,32.7,0.0,9.0,17.6,94,45,71,996.1,20.52,4.54,32.54453694068678,1.855463059313216,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-09,33.8,24.5,28.6,39.8,28.8,33.4,0.0,7.5,15.5,87,50,71,997.0,20.4,4.41,32.52403746097815,1.2759625390218474,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-10,33.8,22.8,28.2,39.8,26.3,32.9,0.0,7.9,16.6,92,50,72,995.7,19.18,4.15,32.50301768990635,1.2969823100936466,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-11,33.4,23.3,28.2,38.4,27.3,32.7,0.0,7.6,16.9,91,48,71,995.6,19.18,4.21,32.49771071800208,0.9022892819979162,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-12,33.1,23.1,27.9,38.3,27.0,32.4,0.0,7.6,15.8,91,46,72,996.6,18.74,4.02,32.45556711758585,0.6444328824141508,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-13,32.7,22.9,27.7,37.8,26.6,32.1,0.0,7.9,14.4,92,50,73,997.3,18.79,4.15,32.3792924037461,0.32070759625390366,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-14,33.9,21.0,26.4,36.7,22.5,29.2,0.0,9.9,18.7,93,37,68,996.8,20.43,4.7,32.303225806451614,1.5967741935483843,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-15,32.9,19.2,25.1,35.9,20.6,27.2,0.0,10.5,18.7,86,34,66,997.2,20.44,4.59,32.223517169614986,0.6764828303850123,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-16,32.7,17.9,24.8,35.8,18.8,26.8,0.0,8.4,13.7,91,37,66,999.2,20.39,4.36,32.15650364203954,0.5434963579604641,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-17,32.4,18.8,25.3,34.9,20.1,27.4,0.0,7.9,16.6,88,37,65,1000.0,19.88,4.38,32.08720083246618,0.312799167533818,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-18,32.8,18.2,24.3,34.5,19.6,26.2,0.0,9.5,18.7,92,36,68,999.5,19.85,4.4,32.01404786680541,0.7859521331945842,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-19,32.3,18.2,23.8,33.7,19.4,25.0,0.0,10.6,20.2,91,31,66,998.6,20.04,4.52,31.943704474505722,0.356295525494275,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-20,32.9,16.4,23.4,32.7,16.6,24.1,0.0,13.9,27.4,88,31,65,998.4,19.84,4.64,31.868990634755466,1.0310093652445325,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-21,32.7,18.2,23.7,31.6,18.7,24.0,0.0,11.1,22.7,82,23,57,998.7,19.94,4.78,31.794380853277836,0.9056191467221666,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-22,31.6,15.8,22.5,30.3,14.9,22.1,0.0,13.3,26.6,76,27,56,999.5,19.65,4.76,31.713839750260146,-0.11383975026014426,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-23,29.5,16.2,22.5,28.5,15.9,22.7,0.0,14.5,28.4,80,32,63,1000.0,15.74,3.79,31.62955254942768,-2.129552549427679,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-24,30.8,19.3,24.4,32.5,21.0,26.2,0.0,12.4,26.6,90,45,70,998.9,17.87,4.09,31.52601456815817,-0.7260145681581704,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-25,30.5,19.9,24.5,32.9,21.7,26.9,0.0,9.2,19.1,89,48,71,999.4,14.09,3.16,31.41696149843913,-0.9169614984391288,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-26,31.4,18.9,24.4,31.0,20.0,25.3,0.0,14.7,29.2,85,35,63,999.2,18.72,4.46,31.27887617065557,0.12112382934443033,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-27,31.0,16.6,23.3,30.3,16.4,23.3,0.0,16.0,31.0,79,30,58,999.5,19.02,4.68,31.149115504682623,-0.1491155046826229,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-28,31.2,16.7,22.8,30.0,16.3,22.7,0.0,15.4,31.0,76,27,57,1000.3,18.96,4.57,31.015296566077005,0.18470343392299426,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-29,31.1,14.9,22.6,31.4,15.1,23.4,0.0,9.2,20.9,90,33,63,1002.3,18.53,3.99,30.90738813735692,0.19261186264307995,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-30,30.2,17.7,22.8,30.8,17.7,23.4,0.0,11.0,23.0,75,32,60,1002.5,18.51,4.06,30.80124869927159,-0.60124869927159,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-10-31,29.8,14.8,21.9,31.2,14.3,22.4,0.0,9.1,14.0,85,33,62,1002.4,18.5,3.76,30.690738813735695,-0.8907388137356946,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-01,30.0,14.9,22.5,32.6,14.8,23.7,0.0,8.9,14.4,92,41,67,1002.1,18.06,3.71,30.56722164412071,-0.5672216441207105,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-02,30.2,17.3,22.9,32.5,17.7,24.0,0.0,8.9,18.4,83,40,66,1001.5,17.76,3.83,30.439021852237254,-0.23902185223725425,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-03,30.8,16.9,22.9,32.9,17.7,24.2,0.0,9.2,18.4,89,41,68,1001.0,17.56,3.81,30.304162330905307,0.4958376690946942,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-04,30.4,16.1,22.7,32.2,16.4,23.9,0.0,10.0,21.2,90,43,68,999.4,17.45,3.83,30.164099895941725,0.235900104058274,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-05,30.7,16.3,23.0,33.5,16.9,24.4,0.0,8.2,18.4,92,42,68,996.9,17.31,3.63,30.020083246618107,0.6799167533818924,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-06,31.7,18.0,23.7,33.7,18.3,25.1,0.0,10.7,27.0,81,41,66,998.2,17.06,3.76,29.872424557752343,1.8275754422476567,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-07,31.2,17.8,24.0,34.1,19.5,26.3,0.0,8.0,27.4,95,43,71,998.8,16.99,3.52,29.726951092611866,1.473048907388133,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-08,31.7,18.3,24.2,33.4,19.8,26.1,0.0,11.1,23.0,94,39,71,998.9,16.32,3.69,29.5786680541103,2.1213319458897004,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-09,31.4,18.8,24.0,31.3,20.7,25.0,0.0,17.1,32.8,93,37,66,998.6,17.18,4.23,29.432570239334026,1.967429760665972,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-10,30.6,16.7,22.3,28.2,16.4,21.5,0.0,17.6,33.5,79,22,55,999.7,17.63,4.51,29.287825182101976,1.3121748178980255,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-11,29.5,14.4,20.9,27.5,13.5,20.0,0.0,15.1,31.0,77,27,56,1002.1,17.42,4.23,29.138085327783557,0.361914672216443,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-12,28.0,14.4,20.1,26.7,13.2,19.3,0.0,10.1,23.4,78,29,60,1001.1,16.23,3.72,28.990322580645163,-0.990322580645163,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-13,27.9,12.3,20.0,28.5,11.7,20.1,0.0,8.2,16.9,94,37,65,1000.2,16.75,3.34,28.853590010405824,-0.9535900104058257,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-14,28.1,13.1,19.8,28.8,12.9,20.1,0.0,9.0,14.8,95,37,68,999.9,16.62,3.23,28.706555671175856,-0.6065556711758546,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-15,27.9,13.2,19.9,29.0,12.8,20.5,0.0,8.7,15.1,92,41,71,999.5,16.19,3.19,28.57117585848075,-0.6711758584807512,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-16,28.4,14.9,21.4,28.5,15.1,21.8,0.0,14.5,27.4,95,40,69,998.7,16.1,3.58,28.41540062434964,-0.015400624349641845,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-17,29.8,16.3,22.2,29.6,15.9,22.4,0.0,15.9,29.9,84,38,66,997.0,16.0,3.8,28.24443288241415,1.555567117585852,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-18,29.9,16.3,22.8,31.3,16.4,24.1,0.0,9.1,14.8,89,41,67,998.3,14.4,2.99,28.07669094693028,1.8233090530697176,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-19,28.3,18.1,22.6,29.3,19.0,24.0,0.0,10.9,23.4,84,48,70,999.4,13.81,3.01,27.911550468262227,0.3884495317377734,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-20,28.2,16.4,21.2,28.2,16.5,21.4,0.0,13.6,28.8,88,36,67,1000.7,16.02,3.58,27.75400624349636,0.4459937565036398,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-21,28.0,13.7,19.7,27.5,13.2,19.3,0.0,9.9,16.9,90,30,63,1002.5,16.39,3.37,27.587617065556714,0.41238293444328633,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-22,27.1,11.8,18.6,26.2,10.7,17.6,0.0,13.1,25.2,86,34,62,1001.8,16.46,3.57,27.43902185223725,-0.33902185223724857,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-23,26.7,12.3,18.4,24.8,10.9,16.9,0.0,15.1,30.6,83,32,59,1002.1,16.59,3.79,27.277107180020813,-0.5771071800208141,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-24,26.7,12.3,18.6,24.1,10.4,16.5,0.0,18.4,34.9,75,31,56,1001.7,16.44,4.03,27.122268470343393,-0.42226847034339343,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-25,24.8,11.9,18.3,23.3,10.1,16.6,0.0,11.9,26.3,75,33,56,1001.2,16.38,3.66,26.95785639958377,-2.1578563995837676,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-26,26.0,10.1,17.6,24.2,8.2,16.6,0.0,10.0,21.2,84,32,63,1001.8,16.01,3.26,26.799063475546305,-0.7990634755463049,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-27,26.9,11.4,18.1,27.4,10.2,17.8,0.0,9.8,16.6,86,40,68,1002.4,15.66,3.09,26.624245577523414,0.27575442247658444,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-28,26.9,11.3,18.1,26.3,10.4,17.7,0.0,9.7,18.4,93,37,69,1002.8,15.67,3.11,26.4522372528616,0.44776274713839825,0,0,0,,,0
Lucknow,lucknow,26.8467,80.9462,plains,Uttar Pradesh,1993-11-29,27.4,11.5,18.3,27.0,10.6,18.0,0.0,10.1,19.8,93,37,70,1002.4,15.54,3.09,26.274713839750262,1.1252861602497362,0,0,0,,,0
